"subject","Label","object","Source","Target"
"Trump","get that through","Congress",439,377
"Trump","get that through","Congress",14,377
"Trump","add an anti-abortion justice to","the Supreme Court",465,370
"Trump","add an anti-abortion justice to","the Supreme Court",439,370
"Trump","add an anti-abortion justice to","the Supreme Court",14,370
"Trump","adds a conservative justice to","the Supreme Court",465,370
"Trump","adds a conservative justice to","the Supreme Court",439,370
"Trump","adds a conservative justice to","the Supreme Court",14,370
"Ross","told","BuzzFeed News",221,443
"the White House","maintain majorities in","Congress",354,377
"Obama","told","BuzzFeed News",337,443
"Congress","signed by","Trump",377,465
"Congress","signed by","Trump",377,439
"Congress","signed by","Trump",377,14
"NOAA","told","BuzzFeed News",428,443
"Trump","had tweeted","Boeing",465,415
"Trump","had tweeted","Boeing",439,415
"Trump","had tweeted","Boeing",14,415
"Tillerson","took over","Exxon",323,359
"Barack Obama","prepared to","the White House",148,354
"Barack Obama","take over","the White House",148,354
"Trump","nominated","Tillerson",465,323
"Trump","nominated","Tillerson",439,323
"Trump","nominated","Tillerson",14,323
"Apple","told","BuzzFeed News",403,443
"Miller","added","Trump",168,465
"Miller","added","Trump",168,439
"Miller","added","Trump",168,14
"Trump","suggested adopting a friendlier approach toward","Putin",465,53
"Trump","suggested adopting a friendlier approach toward","Putin",439,53
"Trump","suggested adopting a friendlier approach toward","Putin",14,53
"Trump","can bloviate from","the White House",465,354
"Trump","can bloviate from","the White House",439,354
"Trump","can bloviate from","the White House",14,354
"Rubio","told","BuzzFeed News",310,443
"BuzzFeed News","has reached out","Rubio",443,310
"the White House","did not","BuzzFeed News",354,443
"the White House","respond to","BuzzFeed News",354,443
"BuzzFeed News","has reached out","the White House",443,354
"the Supreme Court","has already","EPA",370,371
"the Supreme Court","ruled","EPA",370,371
"Trump","calls for","Scott Pruitt",465,100
"Trump","calls for","Scott Pruitt",439,100
"Trump","calls for","Scott Pruitt",14,100
"Trump","asks","Pruitt",465,46
"Trump","asks","Pruitt",439,46
"Trump","asks","Pruitt",14,46
"Trump","met","State",465,375
"Trump","met","State",439,375
"Trump","met","State",14,375
"BuzzFeed News","receive a response from","Exxon",443,359
"Anderson","told","BuzzFeed News",145,443
"Trump","had named","Kennedy",465,318
"Trump","had named","Kennedy",439,318
"Trump","had named","Kennedy",14,318
"Trump","accusing","Obama",465,337
"Trump","accusing","Obama",439,337
"Trump","accusing","Obama",14,337
"Trump","circulating highlighting his past admonition of","Obama",465,337
"Trump","circulating highlighting his past admonition of","Obama",439,337
"Trump","circulating highlighting his past admonition of","Obama",14,337
"Martin","told","BuzzFeed News",254,443
"Trump","is inviting potential conflicts by","the White House",465,354
"Trump","is inviting potential conflicts by","the White House",439,354
"Trump","is inviting potential conflicts by","the White House",14,354
"The New York Times","found","Trump",374,465
"The New York Times","found","Trump",374,439
"The New York Times","found","Trump",374,14
"BuzzFeed News","has reached out","NASA",443,356
"Macron","has tried to","Trump",103,465
"Macron","has tried to","Trump",103,439
"Macron","has tried to","Trump",103,14
"Macron","meet","Trump",103,465
"Macron","meet","Trump",103,439
"Macron","meet","Trump",103,14
"Trump","cannot formally","the United Nations",465,380
"Trump","cannot formally","the United Nations",439,380
"Trump","cannot formally","the United Nations",14,380
"Trump","notify","the United Nations",465,380
"Trump","notify","the United Nations",439,380
"Trump","notify","the United Nations",14,380
"Trump","be parting with","ExxonMobil",465,419
"Trump","be parting with","ExxonMobil",439,419
"Trump","be parting with","ExxonMobil",14,419
"Trump","will","ExxonMobil",465,419
"Trump","will","ExxonMobil",439,419
"Trump","will","ExxonMobil",14,419
"Trump","spoke","the European Union",465,353
"Trump","spoke","the European Union",439,353
"Trump","spoke","the European Union",14,353
"Taylor","told","BuzzFeed News",125,443
"Trump","would","ExxonMobil",465,419
"Trump","would","ExxonMobil",439,419
"Trump","would","ExxonMobil",14,419
"Trump","said","Khan",465,69
"Trump","said","Khan",439,69
"Trump","said","Khan",14,69
"Twitter","noting his strong support for","Trump",460,465
"Twitter","noting his strong support for","Trump",17,465
"Twitter","noting his strong support for","Trump",460,439
"Twitter","noting his strong support for","Trump",17,439
"Twitter","noting his strong support for","Trump",460,14
"Twitter","noting his strong support for","Trump",17,14
"BuzzFeed News","submitted to","the White House",443,354
"the Interior Department","told","BuzzFeed News",413,443
"Pruitt","did not","Reuters",46,355
"Pruitt","tell","Reuters",46,355
"Trump","accompanied by","Pruitt",465,46
"Trump","accompanied by","Pruitt",439,46
"Trump","accompanied by","Pruitt",14,46
"Cook","explained to","BuzzFeed News",118,443
"NASA","told","BuzzFeed News",356,443
"Smith","is a prominent climate skeptic in","Congress",329,377
"Microsoft","is worth more than","Boeing",414,415
"Saturn","told","BuzzFeed News",459,443
"the National Hurricane Center","told","BuzzFeed News",446,443
"the White House","adding","Trump",354,465
"the White House","adding","Trump",354,439
"the White House","adding","Trump",354,14
"Andrew","told","BuzzFeed News",86,443
"Irma","been described as","the National Hurricane Center",87,446
"Irma","has","the National Hurricane Center",87,446
"Irma","reported by","the Associated Press",87,362
"the National Hurricane Center","said","Irma",446,87
"the National Hurricane Center","downgraded","Irma",446,87
"the National Hurricane Center","warned","Irma",446,87
"the National Hurricane Center","predicted","Irma",446,87
"Hill","told","BuzzFeed News",312,443
"Trump","hasn’t","CNN",465,361
"Trump","hasn’t","CNN",439,361
"Trump","hasn’t","CNN",14,361
"Trump","tweeted about","CNN",465,361
"Trump","tweeted about","CNN",439,361
"Trump","tweeted about","CNN",14,361
"BuzzFeed News","reached out","the Interior Department",443,413
"Trump","asked him to","the Wall Street Journal",465,368
"Trump","asked him to","the Wall Street Journal",439,368
"Trump","asked him to","the Wall Street Journal",14,368
"Zinke","suggested","Trump",119,465
"Zinke","suggested","Trump",119,439
"Zinke","suggested","Trump",119,14
"Zinke","tried to","the White House",119,354
"Zinke","toss at","the White House",119,354
"FEMA","told","BuzzFeed News",382,443
"Brown","told","BuzzFeed News",59,443
"the National Weather Service","told","the Associated Press",401,362
"Twitter","announcing","Tesla",460,376
"Twitter","announcing","Tesla",17,376
"Twitter","announcing","Tesla",460,351
"Twitter","announcing","Tesla",17,351
"Google","confirmed to","BuzzFeed News",369,443
"BP","told","BuzzFeed News",444,443
"Sanders","said","the White House",408,354
"the Environmental Protection Agency","obtained by","BuzzFeed News",407,443
"Brown","shared with","BuzzFeed News",59,443
"Gordon","told","BuzzFeed News",346,443
"Trump","referred to","Kim",465,121
"Trump","referred to","Kim",439,121
"Trump","referred to","Kim",14,121
"Trump","order","Zinke",465,119
"Trump","order","Zinke",439,119
"Trump","order","Zinke",14,119
"Cal Fire","told","BuzzFeed News",211,443
"EPA","referred","BuzzFeed News",371,443
"Pruitt","pressed","Trump",46,465
"Pruitt","pressed","Trump",46,439
"Pruitt","pressed","Trump",46,14
"the White House","control","Congress",354,377
"Anderson","tells","BuzzFeed News",145,443
"Tesla","told","the Washington Post",376,366
"Tesla","told","the Washington Post",351,366
"Wright","told","BuzzFeed News",61,443
"the World Bank","told","BuzzFeed News",442,443
"Apple","directed","BuzzFeed News",403,443
"Netflix","told","BuzzFeed News",451,443
"Mark Zuckerberg","testify before","Congress",126,377
"Twitter","be","the Justice Department",460,393
"Twitter","be","the Justice Department",17,393
"Tesla","provided","BuzzFeed News",376,443
"Tesla","provided","BuzzFeed News",351,443
"Macron","offered an analysis of","Trump",103,465
"Macron","offered an analysis of","Trump",103,439
"Macron","offered an analysis of","Trump",103,14
"Congress","plan to","Pruitt",377,46
"Congress","rally against","Pruitt",377,46
"Congress","have already","Pruitt",377,46
"Congress","questioned","Pruitt",377,46
"Google","told","BuzzFeed News",369,443
"Trump","standing in","the White House",465,354
"Trump","standing in","the White House",439,354
"Trump","standing in","the White House",14,354
"Trump","respond angrily on","Twitter",465,460
"Trump","respond angrily on","Twitter",439,460
"Trump","respond angrily on","Twitter",14,460
"Trump","respond angrily on","Twitter",465,17
"Trump","respond angrily on","Twitter",439,17
"Trump","respond angrily on","Twitter",14,17
"Macron","left convinced","Trump",103,465
"Macron","left convinced","Trump",103,439
"Macron","left convinced","Trump",103,14
"the White House","released a letter from","Trump",354,465
"the White House","released a letter from","Trump",354,439
"the White House","released a letter from","Trump",354,14
"Trump","wrote to","Kim",465,121
"Trump","wrote to","Kim",439,121
"Trump","wrote to","Kim",14,121
"Trump","indicated the summit with","Kim",465,121
"Trump","indicated the summit with","Kim",439,121
"Trump","indicated the summit with","Kim",14,121
"Instagram","declined to","BuzzFeed News",448,443
"Instagram","comment to","BuzzFeed News",448,443
"Trump","being","Twitter",465,460
"Trump","being","Twitter",439,460
"Trump","being","Twitter",14,460
"Trump","being","Twitter",465,17
"Trump","being","Twitter",439,17
"Trump","being","Twitter",14,17
"Pruitt","seeking permission from","Congress",46,377
"George W. Bush","told","BuzzFeed News",96,443
"Pruitt","had a momentous stay at","EPA",46,371
"BuzzFeed News","selling on","Amazon",443,363
"Murphy","told","BuzzFeed News",236,443
"Trump","moved into","the White House",465,354
"Trump","moved into","the White House",439,354
"Trump","moved into","the White House",14,354
"Juul","told","BuzzFeed News",321,443
"BuzzFeed News","found several posts on","Amazon",443,363
"CNN","reaired an interview with","James",361,217
"Clark","posted extensively on","Facebook",290,447
"Clark","posted extensively on","Facebook",290,67
"The White House","plans to","Congress",386,377
"Amazon","hit back by","Sanders",363,408
"Amazon","lambasting","Sanders",363,408
"Congress","have already","Amazon",377,363
"Congress","done","Amazon",377,363
"Amazon","told","BuzzFeed News",363,443
"Amazon","accuses","Sanders",363,408
"Allen","told","NBC",291,400
"the National Weather Service","told","BuzzFeed News",401,443
"Cruz","went on","Trump",55,465
"Cruz","went on","Trump",55,439
"Cruz","went on","Trump",55,14
"Cruz","tweet","Trump",55,465
"Cruz","tweet","Trump",55,439
"Cruz","tweet","Trump",55,14
"Trump","has tried to","Hillary Clinton",465,153
"Trump","has tried to","Hillary Clinton",439,153
"Trump","has tried to","Hillary Clinton",14,153
"Trump","discount","Hillary Clinton",465,153
"Trump","discount","Hillary Clinton",439,153
"Trump","discount","Hillary Clinton",14,153
"the National Hurricane Center","has downgraded","Michael",446,82
"Clinton","take a chance on","Trump",37,465
"Clinton","take a chance on","Trump",37,439
"Clinton","take a chance on","Trump",37,14
"the Justice Department","had asked","the Supreme Court",393,370
"Congress","is running to","Scott",377,276
"Congress","replace","Scott",377,276
"Trump","is currently","Clinton",465,37
"Trump","sent a tweet critical of","Macron",465,103
"Trump","sent a tweet critical of","Macron",439,103
"Trump","sent a tweet critical of","Macron",14,103
"BuzzFeed News","interviewed","Bloomberg",443,62
"Trump","’s not","Smith",465,329
"Trump","’s not","Smith",439,329
"Trump","’s not","Smith",14,329
"Allen","told","BuzzFeed News",291,443
"BuzzFeed News","has reached out","Amazon",443,363
"Airbnb","told","BuzzFeed News",404,443
"the European Commission","announced","Airbnb",430,404
"Trump","said","Cook",465,118
"Trump","said","Cook",439,118
"Trump","said","Cook",14,118
"Nigeria","told","BuzzFeed News",344,443
"Trump","held a meeting at","the White House",465,354
"Trump","held a meeting at","the White House",439,354
"Trump","held a meeting at","the White House",14,354
"Trump","praised his relationship with","Kim",465,121
"Trump","praised his relationship with","Kim",439,121
"Trump","praised his relationship with","Kim",14,121
"Google","reported","Amazon",369,363
"Warren","told","BuzzFeed News",244,443
"BuzzFeed News","has reached out","Google",443,369
"Clinton","been criticizing","Sanders",37,408
"Clinton","had","Sanders",37,408
"Johnson","told","BuzzFeed News",89,443
"Cohen","lie to","Congress",70,377
"Trump","encouraged","Cohen",465,70
"Trump","encouraged","Cohen",439,70
"Trump","encouraged","Cohen",14,70
"Inslee","told","BuzzFeed News",74,443
"BuzzFeed News","contacted","Google",443,369
"Sanders","is a vocal supporter in","Congress",408,377
"Scott","told","BuzzFeed News",276,443
"McCarthy","said","Brent",229,365
"McCarthy","said","Brent",229,253
"Tesla","worked collaboratively with","Amazon",376,363
"Tesla","worked collaboratively with","Amazon",351,363
"The National Weather Service","said on","Twitter",402,460
"The National Weather Service","said on","Twitter",402,17
"Facebook","advertised on","Instagram",447,448
"Facebook","advertised on","Instagram",67,448
"the Justice Department","opened its investigation into","Volkswagen",393,357
"Volkswagen","forge a partnership with","BMW",357,427
"the Environmental Protection Agency","accused","Volkswagen",407,357
"NBC","may also","Hillary Clinton",400,153
"NBC","be","Hillary Clinton",400,153
"the Supreme Court","ruled","the Environmental Protection Agency",370,407
"Chevron","rose","Hess",360,29
"Exxon Mobil","fell","Chevron",395,360
